"Date","ProductID","ProductName","Category","QuantitySold","PricePerUnit","TotalSales"
"2022-02-14","P145","Product_10","Home & Kitchen","15","421.58","6323.7"
"2022-09-04","P111","Product_8","Sports","13","230.03","2990.39"
"2023-04-12","P134","Product_6","Home & Kitchen","15","116.66","1749.9"
"2023-10-07","P144","Product_5","Beauty","14","194.54","2723.56"
"2023-07-14","P151","Product_2","Sports","2","83.77","167.54"
"2021-05-30","P113","Product_12","Sports","5","51.6","258"
"2022-04-22","P140","Product_12","Clothing","6","194.18","1165.08"
"2021-07-21","P174","Product_10","Sports","13","316.59","4115.67"
"2023-02-22","P118","Product_9","Beauty","10","138.79","1387.9"
"2021-08-05","P149","Product_3","Sports","13","458.69","5962.97"
"2021-08-14","P164","Product_1","Clothing","1","347.59","347.59"
"2021-04-10","P136","Product_11","Electronics","6","346.29","2077.74"
"2022-06-13","P132","Product_4","Electronics","10","348.94","3489.4"
"2021-10-30","P145","Product_2","Beauty","2","10.83","21.66"
"2021-03-10","P120","Product_2","Beauty","18","408.37","7350.66"
"2021-02-11","P172","Product_7","Clothing","2","459.63","919.26"
"2023-01-31","P107","Product_5","Electronics","11","19.51","214.61"
"2023-01-02","P114","Product_8","Sports","7","303.16","2122.12"
"2021-05-02","P124","Product_13","Home & Kitchen","17","341.52","5805.84"
"2023-06-11","P160","Product_3","Clothing","8","106.16","849.28"
"2023-03-25","P111","Product_9","Home & Kitchen","7","420.72","2945.04"
"2021-03-20","P140","Product_20","Sports","12","316.66","3799.92"
"2021-08-05","P128","Product_18","Clothing","10","120.28","1202.8"
"2023-09-04","P132","Product_5","Electronics","19","483.92","9194.48"
"2022-12-26","P156","Product_14","Home & Kitchen","11","115.77","1273.47"
"2023-05-25","P121","Product_2","Home & Kitchen","7","342.51","2397.57"
"2021-07-30","P154","Product_17","Clothing","7","242.21","1695.47"
"2023-05-25","P180","Product_7","Electronics","3","364.41","1093.23"
"2022-02-06","P126","Product_6","Beauty","18","57.9","1042.2"
"2021-05-06","P170","Product_16","Sports","11","476.75","5244.25"
"2022-04-15","P166","Product_1","Beauty","8","110.2","881.6"
"2022-07-09","P170","Product_5","Beauty","9","117.99","1061.91"
"2021-07-22","P158","Product_11","Electronics","9","281.47","2533.23"
"2022-12-28","P123","Product_11","Electronics","5","181.37","906.85"
"2022-07-30","P162","Product_14","Beauty","3","226.64","679.92"
"2021-03-08","P189","Product_11","Beauty","17","28.18","479.06"
"2022-05-28","P116","Product_15","Clothing","12","125.09","1501.08"
"2021-06-10","P160","Product_11","Clothing","4","389.03","1556.12"
"2021-06-06","P161","Product_11","Electronics","1","452.09","452.09"
"2023-08-28","P171","Product_17","Beauty","6","124.4","746.4"
"2023-11-18","P193","Product_1","Sports","8","388.94","3111.52"
"2021-06-20","P146","Product_18","Sports","13","24.18","314.34"
"2022-04-22","P187","Product_19","Home & Kitchen","12","31.91","382.92"
"2023-10-19","P178","Product_17","Electronics","13","202.57","2633.41"
"2022-04-25","P186","Product_7","Electronics","19","82.48","1567.12"
"2023-06-21","P164","Product_8","Sports","16","91.41","1462.56"
"2022-07-22","P197","Product_13","Beauty","13","317.42","4126.46"
"2021-10-08","P189","Product_6","Electronics","13","430.5","5596.5"
"2021-01-12","P104","Product_5","Clothing","16","391.69","6267.04"
"2023-10-18","P126","Product_13","Electronics","18","174.88","3147.84"
"2023-01-08","P121","Product_2","Beauty","8","438.86","3510.88"
"2022-09-22","P108","Product_2","Beauty","16","422.26","6756.16"
"2022-09-21","P190","Product_19","Sports","2","266.86","533.72"
"2023-09-11","P140","Product_13","Home & Kitchen","6","243.18","1459.08"
"2021-11-29","P148","Product_9","Electronics","1","38.65","38.65"
"2021-05-22","P163","Product_15","Sports","14","83.76","1172.64"
"2022-10-11","P150","Product_8","Home & Kitchen","9","51.85","466.65"
"2022-02-19","P179","Product_2","Home & Kitchen","19","268.12","5094.28"
"2023-01-26","P167","Product_14","Sports","17","341.55","5806.35"
"2022-11-02","P151","Product_14","Home & Kitchen","14","313.2","4384.8"
"2023-11-06","P104","Product_15","Sports","9","437.71","3939.39"
"2023-02-05","P175","Product_2","Sports","7","332.76","2329.32"
"2022-08-09","P140","Product_13","Clothing","6","416.56","2499.36"
"2021-08-14","P118","Product_7","Sports","4","78.81","315.24"
"2022-10-29","P120","Product_14","Clothing","9","94.11","846.99"
"2021-11-16","P133","Product_14","Beauty","13","460.02","5980.26"
"2022-10-21","P181","Product_1","Home & Kitchen","14","183.81","2573.34"
"2023-09-03","P189","Product_16","Beauty","17","116.33","1977.61"
"2021-10-26","P120","Product_8","Sports","19","456.91","8681.29"
"2022-02-20","P174","Product_5","Sports","11","485.35","5338.85"
"2021-04-22","P121","Product_3","Clothing","9","322.51","2902.59"
"2021-08-01","P159","Product_3","Electronics","17","200.29","3404.93"
"2022-12-24","P199","Product_3","Electronics","19","347.31","6598.89"
"2022-05-15","P112","Product_12","Electronics","11","17.62","193.82"
"2022-07-18","P176","Product_3","Electronics","16","80.91","1294.56"
"2022-03-29","P194","Product_2","Beauty","7","190.67","1334.69"
"2022-11-30","P144","Product_3","Clothing","5","417.79","2088.95"
"2022-06-18","P178","Product_18","Beauty","16","159.11","2545.76"
"2022-01-18","P179","Product_6","Beauty","1","38.36","38.36"
"2021-09-10","P128","Product_10","Home & Kitchen","4","195.58","782.32"
"2022-12-18","P168","Product_5","Electronics","16","128.21","2051.36"
"2021-07-18","P181","Product_16","Beauty","16","37.47","599.52"
"2022-06-12","P178","Product_8","Clothing","2","205.47","410.94"
"2021-12-07","P151","Product_7","Beauty","19","182.2","3461.8"
"2023-02-12","P141","Product_8","Clothing","9","369.58","3326.22"
"2021-08-28","P117","Product_11","Sports","10","40.97","409.7"
"2021-05-31","P174","Product_20","Electronics","9","195.74","1761.66"
"2023-04-14","P166","Product_12","Home & Kitchen","8","177.79","1422.32"
"2023-06-30","P177","Product_3","Clothing","16","326.94","5231.04"
"2023-07-29","P156","Product_9","Electronics","10","445.08","4450.8"
"2022-11-22","P167","Product_19","Electronics","4","80.06","320.24"
"2022-05-10","P113","Product_17","Sports","15","409.96","6149.4"
"2021-09-28","P150","Product_16","Beauty","3","308.76","926.28"
"2021-05-16","P148","Product_4","Electronics","12","24.33","291.96"
"2023-10-24","P137","Product_4","Clothing","4","385.78","1543.12"
"2022-05-07","P142","Product_4","Sports","15","273.47","4102.05"
"2021-09-11","P156","Product_13","Home & Kitchen","1","401.97","401.97"
"2022-02-28","P172","Product_8","Beauty","3","210.35","631.05"
"2022-07-08","P184","Product_10","Home & Kitchen","11","336.1","3697.1"
"2023-10-27","P181","Product_17","Home & Kitchen","6","107.41","644.46"
"2021-07-01","P140","Product_6","Sports","5","104","520"
"2021-06-24","P149","Product_9","Beauty","19","176.73","3357.87"
"2022-08-12","P158","Product_16","Beauty","11","264.53","2909.83"
"2022-05-16","P113","Product_14","Home & Kitchen","4","361.1","1444.4"
"2022-05-25","P116","Product_7","Clothing","8","336.73","2693.84"
"2022-04-27","P163","Product_16","Beauty","4","412.46","1649.84"
"2022-06-02","P161","Product_19","Beauty","2","218.93","437.86"
"2021-01-03","P156","Product_15","Home & Kitchen","6","457.14","2742.84"
"2021-10-21","P122","Product_13","Clothing","4","63.49","253.96"
"2023-10-20","P197","Product_1","Electronics","15","101.73","1525.95"
"2023-10-07","P127","Product_5","Home & Kitchen","3","345.02","1035.06"
"2022-04-15","P194","Product_12","Beauty","18","134.35","2418.3"
"2023-09-21","P122","Product_18","Sports","15","90.65","1359.75"
"2021-10-17","P190","Product_20","Home & Kitchen","11","444.38","4888.18"
"2021-09-21","P114","Product_9","Electronics","5","43.52","217.6"
"2023-05-17","P180","Product_4","Clothing","5","495.82","2479.1"
"2021-09-05","P190","Product_8","Sports","7","432.67","3028.69"
"2023-01-09","P180","Product_1","Clothing","10","435.45","4354.5"
"2022-01-09","P144","Product_9","Home & Kitchen","10","318.07","3180.7"
"2021-05-04","P116","Product_6","Beauty","4","120.18","480.72"
"2023-03-25","P173","Product_20","Clothing","8","401.06","3208.48"
"2022-02-08","P166","Product_19","Electronics","13","36.36","472.68"
"2021-06-14","P123","Product_10","Clothing","5","295.24","1476.2"
"2021-03-21","P174","Product_6","Beauty","14","225.19","3152.66"
"2022-08-12","P182","Product_7","Home & Kitchen","13","377.7","4910.1"
"2021-05-19","P171","Product_12","Electronics","1","21.65","21.65"
"2022-08-31","P156","Product_10","Home & Kitchen","11","199.52","2194.72"
"2022-12-22","P128","Product_2","Beauty","15","243.78","3656.7"
"2023-01-23","P128","Product_3","Sports","1","84.66","84.66"
"2023-10-28","P171","Product_15","Sports","1","213.21","213.21"
"2021-08-07","P152","Product_17","Beauty","1","456.13","456.13"
"2021-08-07","P160","Product_2","Beauty","12","239.63","2875.56"
"2021-03-31","P181","Product_1","Home & Kitchen","6","133.37","800.22"
"2021-06-25","P123","Product_3","Sports","6","270.84","1625.04"
"2021-08-23","P105","Product_18","Clothing","19","39.81","756.39"
"2023-09-10","P179","Product_1","Sports","11","154.19","1696.09"
"2021-07-06","P167","Product_8","Home & Kitchen","17","393.98","6697.66"
"2022-09-20","P134","Product_5","Sports","18","324.54","5841.72"
"2023-08-02","P137","Product_19","Clothing","12","21.75","261"
"2021-05-26","P164","Product_1","Clothing","10","289.24","2892.4"
"2022-03-14","P112","Product_12","Beauty","10","116.5","1165"
"2021-05-08","P102","Product_6","Clothing","13","488.12","6345.56"
"2023-06-15","P162","Product_1","Electronics","1","394.01","394.01"
"2023-06-21","P135","Product_4","Beauty","8","72.67","581.36"
"2021-06-04","P154","Product_19","Electronics","14","198.92","2784.88"
"2021-12-03","P105","Product_12","Home & Kitchen","17","250.09","4251.53"
"2022-04-15","P191","Product_4","Clothing","12","99.36","1192.32"
"2022-09-18","P132","Product_18","Home & Kitchen","16","355.1","5681.6"
"2021-09-25","P161","Product_5","Beauty","13","422.28","5489.64"
"2023-04-05","P105","Product_17","Beauty","6","12.19","73.14"
"2022-12-05","P169","Product_18","Clothing","3","75.28","225.84"
"2023-12-28","P160","Product_11","Home & Kitchen","13","148.9","1935.7"
"2022-02-19","P196","Product_8","Electronics","12","492.21","5906.52"
"2022-06-09","P161","Product_2","Sports","16","208.22","3331.52"
"2023-09-01","P174","Product_1","Clothing","5","93.42","467.1"
"2021-09-29","P167","Product_10","Clothing","18","69.25","1246.5"
"2023-10-02","P143","Product_16","Sports","13","451.66","5871.58"
"2022-09-20","P183","Product_16","Home & Kitchen","13","407.02","5291.26"
"2022-02-10","P187","Product_2","Sports","17","313.46","5328.82"
"2021-10-03","P160","Product_2","Electronics","3","274.45","823.35"
"2021-09-09","P154","Product_14","Sports","6","390.81","2344.86"
"2021-05-14","P169","Product_18","Clothing","3","165.89","497.67"
"2021-11-25","P135","Product_12","Clothing","16","323.53","5176.48"
"2023-09-17","P179","Product_14","Home & Kitchen","7","371.05","2597.35"
"2023-03-19","P104","Product_6","Beauty","5","292.07","1460.35"
"2022-07-10","P109","Product_3","Sports","10","92.68","926.8"
"2023-11-16","P111","Product_7","Sports","16","493.09","7889.44"
"2022-12-10","P129","Product_17","Beauty","1","407.49","407.49"
"2023-10-21","P124","Product_7","Beauty","11","250.41","2754.51"
"2021-05-22","P127","Product_16","Sports","17","313.79","5334.43"
"2022-05-31","P135","Product_6","Clothing","3","382.44","1147.32"
"2023-03-14","P182","Product_18","Home & Kitchen","18","234.71","4224.78"
"2022-10-22","P182","Product_4","Sports","15","372.17","5582.55"
"2022-04-15","P140","Product_4","Sports","6","388.73","2332.38"
"2022-12-14","P183","Product_15","Home & Kitchen","6","234.91","1409.46"
"2021-03-29","P168","Product_5","Electronics","3","102.01","306.03"
"2021-08-06","P122","Product_1","Beauty","4","302.91","1211.64"
"2022-06-27","P169","Product_19","Beauty","12","281.6","3379.2"
"2021-09-30","P151","Product_5","Beauty","14","255.24","3573.36"
"2023-02-15","P129","Product_7","Sports","4","38.71","154.84"
"2021-12-18","P131","Product_9","Home & Kitchen","6","391.01","2346.06"
"2021-12-26","P165","Product_10","Beauty","2","273.97","547.94"
"2021-04-12","P111","Product_8","Home & Kitchen","9","221.02","1989.18"
"2021-07-15","P102","Product_16","Home & Kitchen","8","409.3","3274.4"
"2022-11-15","P197","Product_19","Electronics","8","106.47","851.76"
"2022-11-06","P146","Product_11","Electronics","2","143.12","286.24"
"2021-06-04","P101","Product_10","Clothing","10","323.47","3234.7"
"2022-07-15","P123","Product_5","Beauty","16","201.13","3218.08"
"2021-12-16","P139","Product_3","Home & Kitchen","14","158.5","2219"
"2021-07-08","P151","Product_13","Electronics","1","134.76","134.76"
"2022-05-16","P160","Product_1","Home & Kitchen","5","248.01","1240.05"
"2021-07-28","P107","Product_17","Home & Kitchen","1","390.01","390.01"
"2021-11-06","P118","Product_16","Clothing","12","404.61","4855.32"
"2022-01-03","P185","Product_8","Sports","4","397.38","1589.52"
"2023-08-17","P188","Product_2","Clothing","5","443.97","2219.85"
"2023-05-01","P146","Product_2","Electronics","16","34.86","557.76"
"2022-05-04","P197","Product_13","Sports","18","491.29","8843.22"
"2023-10-23","P176","Product_3","Home & Kitchen","11","218.97","2408.67"
"2023-02-11","P115","Product_19","Clothing","17","104.56","1777.52"
"2022-06-18","P139","Product_20","Sports","7","485.31","3397.17"
"2023-07-06","P118","Product_16","Beauty","3","414.34","1243.02"
"2023-09-18","P149","Product_17","Clothing","18","465.56","8380.08"
"2023-01-18","P185","Product_11","Beauty","19","266.35","5060.65"
"2023-02-23","P189","Product_19","Clothing","2","376.39","752.78"
"2023-10-27","P153","Product_15","Beauty","1","264.54","264.54"
"2022-02-24","P184","Product_12","Home & Kitchen","2","274.33","548.66"
"2022-04-05","P162","Product_11","Clothing","7","476.24","3333.68"
"2021-01-29","P160","Product_7","Sports","5","371.79","1858.95"
"2023-08-26","P141","Product_2","Clothing","5","287.72","1438.6"
"2023-11-30","P192","Product_1","Electronics","16","202.44","3239.04"
"2023-08-24","P172","Product_7","Home & Kitchen","7","90.52","633.64"
"2021-10-07","P121","Product_11","Clothing","11","66.71","733.81"
"2022-02-26","P131","Product_11","Beauty","17","156.84","2666.28"
"2021-11-01","P144","Product_8","Clothing","3","349.47","1048.41"
"2023-02-17","P140","Product_18","Sports","15","103.86","1557.9"
"2023-05-02","P179","Product_15","Sports","15","74.42","1116.3"
"2021-06-21","P121","Product_11","Electronics","15","48.1","721.5"
"2022-04-30","P173","Product_11","Electronics","1","424.66","424.66"
"2022-11-15","P152","Product_6","Electronics","8","128.18","1025.44"
"2021-09-28","P195","Product_5","Clothing","2","108.42","216.84"
"2021-06-20","P148","Product_19","Electronics","5","201.52","1007.6"
"2021-03-17","P142","Product_5","Clothing","9","318.45","2866.05"
"2022-12-09","P141","Product_20","Sports","16","297.27","4756.32"
"2023-04-04","P195","Product_11","Beauty","1","462.59","462.59"
"2023-04-01","P169","Product_7","Beauty","4","344.17","1376.68"
"2023-05-23","P152","Product_13","Beauty","16","285.37","4565.92"
"2023-08-10","P118","Product_12","Sports","11","358.68","3945.48"
"2023-05-25","P156","Product_14","Electronics","2","335.22","670.44"
"2023-04-30","P110","Product_12","Electronics","4","386.06","1544.24"
"2023-10-21","P183","Product_12","Clothing","4","290.49","1161.96"
"2022-08-07","P188","Product_11","Clothing","3","405.57","1216.71"
"2022-10-15","P138","Product_1","Clothing","5","451.03","2255.15"
"2022-05-09","P149","Product_1","Home & Kitchen","11","351.27","3863.97"
"2023-08-03","P125","Product_2","Home & Kitchen","15","185.23","2778.45"
"2022-06-09","P103","Product_13","Clothing","10","147.19","1471.9"
"2021-12-19","P188","Product_19","Electronics","6","322.22","1933.32"
"2022-05-29","P166","Product_17","Beauty","6","319.4","1916.4"
"2023-02-07","P198","Product_13","Clothing","4","21.72","86.88"
"2021-08-13","P156","Product_17","Electronics","17","376.08","6393.36"
"2023-03-19","P128","Product_18","Electronics","8","118.72","949.76"
"2021-02-10","P139","Product_6","Clothing","11","36.7","403.7"
"2023-01-19","P101","Product_8","Home & Kitchen","13","85.07","1105.91"
"2021-08-06","P184","Product_8","Clothing","5","331.82","1659.1"
"2021-01-03","P101","Product_10","Home & Kitchen","17","266.3","4527.1"
"2021-05-11","P137","Product_7","Sports","13","425","5525"
"2023-05-24","P178","Product_4","Clothing","16","62.06","992.96"
"2021-01-30","P100","Product_20","Home & Kitchen","11","416.46","4581.06"
"2021-08-03","P107","Product_1","Home & Kitchen","12","328.95","3947.4"
"2021-06-19","P176","Product_16","Home & Kitchen","15","115.32","1729.8"
"2021-03-27","P130","Product_15","Home & Kitchen","11","371.08","4081.88"
"2022-05-14","P165","Product_9","Clothing","12","373.25","4479"
"2022-04-30","P142","Product_13","Electronics","7","62.92","440.44"
"2023-11-03","P146","Product_9","Beauty","8","140.56","1124.48"
"2021-10-29","P144","Product_14","Beauty","1","323.04","323.04"
"2021-04-08","P110","Product_14","Sports","3","196.48","589.44"
"2023-11-15","P165","Product_14","Electronics","1","384.97","384.97"
"2021-03-16","P198","Product_12","Electronics","1","272.66","272.66"
"2021-12-23","P174","Product_3","Beauty","8","429.93","3439.44"
"2021-10-03","P135","Product_17","Home & Kitchen","19","64.4","1223.6"
"2022-07-14","P102","Product_2","Beauty","1","369.54","369.54"
"2022-08-18","P117","Product_9","Electronics","3","237.67","713.01"
"2023-10-06","P107","Product_9","Sports","7","264.5","1851.5"
"2023-04-04","P108","Product_3","Electronics","13","149.18","1939.34"
"2023-08-21","P170","Product_20","Beauty","1","141.84","141.84"
"2023-11-21","P142","Product_14","Beauty","9","103","927"
"2022-07-26","P109","Product_20","Beauty","4","192.94","771.76"
"2022-10-13","P175","Product_15","Home & Kitchen","14","127.1","1779.4"
"2021-11-22","P193","Product_12","Clothing","4","102.97","411.88"
"2022-09-02","P134","Product_18","Home & Kitchen","7","481.28","3368.96"
"2021-03-03","P118","Product_18","Clothing","7","229.23","1604.61"
"2023-07-16","P144","Product_18","Sports","7","342.28","2395.96"
"2021-12-13","P180","Product_10","Clothing","3","193.33","579.99"
"2023-06-03","P174","Product_18","Electronics","16","289.2","4627.2"
"2021-01-12","P182","Product_14","Clothing","15","254.61","3819.15"
"2022-11-24","P131","Product_19","Clothing","19","310.22","5894.18"
"2021-01-17","P176","Product_8","Clothing","17","364.14","6190.38"
"2022-10-07","P100","Product_3","Sports","12","335.32","4023.84"
"2021-08-27","P155","Product_16","Clothing","2","383.43","766.86"
"2021-11-09","P169","Product_3","Home & Kitchen","11","81.69","898.59"
"2021-04-09","P143","Product_10","Beauty","6","56.08","336.48"
"2023-06-19","P154","Product_16","Electronics","16","176.06","2816.96"
"2023-09-16","P195","Product_6","Electronics","14","246.1","3445.4"
"2021-07-20","P150","Product_6","Clothing","5","119.96","599.8"
"2022-05-07","P187","Product_11","Beauty","1","388.88","388.88"
"2022-03-12","P149","Product_10","Beauty","14","362.58","5076.12"
"2022-04-04","P159","Product_11","Electronics","13","457.65","5949.45"
"2022-12-04","P186","Product_20","Home & Kitchen","7","367.19","2570.33"
"2022-06-16","P114","Product_10","Beauty","18","62.5","1125"
"2023-03-25","P167","Product_20","Sports","18","335.85","6045.3"
"2022-10-05","P100","Product_7","Home & Kitchen","4","211.91","847.64"
"2023-02-02","P156","Product_8","Electronics","1","137.21","137.21"
"2022-05-28","P133","Product_19","Beauty","18","304.96","5489.28"
"2022-02-18","P186","Product_13","Sports","4","158.07","632.28"
"2023-03-14","P114","Product_5","Sports","14","270.12","3781.68"
"2022-04-18","P145","Product_8","Electronics","12","292.23","3506.76"
"2022-11-21","P109","Product_4","Electronics","18","269.24","4846.32"
"2023-04-10","P162","Product_1","Beauty","5","15.24","76.2"
"2022-05-31","P142","Product_3","Electronics","16","180.88","2894.08"
"2022-09-16","P167","Product_20","Electronics","11","397.33","4370.63"
"2023-11-08","P150","Product_3","Beauty","7","179.98","1259.86"
"2022-06-05","P148","Product_3","Electronics","7","259.6","1817.2"
"2022-09-19","P112","Product_6","Sports","17","179.85","3057.45"
"2022-03-12","P168","Product_16","Clothing","5","107.63","538.15"
"2023-12-19","P179","Product_9","Home & Kitchen","4","107.88","431.52"
"2021-01-23","P100","Product_2","Sports","8","376.94","3015.52"
"2021-11-29","P122","Product_20","Clothing","1","317.7","317.7"
"2022-12-27","P152","Product_5","Electronics","1","466.71","466.71"
"2022-04-10","P182","Product_14","Clothing","9","216.29","1946.61"
"2022-09-19","P151","Product_5","Electronics","4","321.92","1287.68"
"2022-10-28","P144","Product_3","Sports","7","239.58","1677.06"
"2023-11-27","P104","Product_20","Sports","6","242.23","1453.38"
"2021-07-21","P107","Product_10","Sports","8","428.5","3428"
"2021-10-05","P194","Product_9","Sports","14","232.61","3256.54"
"2023-01-12","P178","Product_20","Electronics","19","464.8","8831.2"
"2021-10-23","P120","Product_19","Beauty","18","314.05","5652.9"
"2021-09-23","P145","Product_16","Sports","4","51.86","207.44"
"2023-08-29","P122","Product_7","Home & Kitchen","9","43.31","389.79"
"2021-10-27","P158","Product_3","Home & Kitchen","16","491.33","7861.28"
"2021-05-02","P137","Product_19","Electronics","12","205.69","2468.28"
"2022-02-25","P178","Product_4","Clothing","4","297.85","1191.4"
"2023-02-20","P161","Product_13","Clothing","13","221.48","2879.24"
"2023-02-26","P183","Product_4","Home & Kitchen","12","87.86","1054.32"
"2021-09-12","P191","Product_9","Beauty","18","71.52","1287.36"
"2023-07-02","P140","Product_5","Beauty","19","114.22","2170.18"
"2021-10-15","P199","Product_18","Beauty","11","306.62","3372.82"
"2023-10-25","P138","Product_7","Home & Kitchen","12","277.8","3333.6"
"2023-01-24","P183","Product_14","Sports","16","171.01","2736.16"
"2021-07-08","P112","Product_8","Home & Kitchen","7","31.65","221.55"
"2023-01-18","P146","Product_7","Sports","4","168.77","675.08"
"2022-01-21","P122","Product_19","Electronics","19","205.17","3898.23"
"2022-11-06","P163","Product_4","Sports","4","380.65","1522.6"
"2021-10-13","P104","Product_15","Home & Kitchen","2","371.37","742.74"
"2021-06-30","P189","Product_19","Electronics","11","118.49","1303.39"
"2021-03-26","P158","Product_7","Home & Kitchen","2","121.56","243.12"
"2023-03-13","P155","Product_20","Electronics","11","317.66","3494.26"
"2021-03-01","P134","Product_20","Beauty","10","329.37","3293.7"
"2023-12-29","P147","Product_7","Clothing","14","284.94","3989.16"
"2021-05-20","P124","Product_18","Home & Kitchen","3","64.87","194.61"
"2021-05-27","P100","Product_3","Beauty","19","150","2850"
"2023-07-08","P147","Product_20","Electronics","8","25.53","204.24"
"2021-08-02","P131","Product_13","Sports","9","383.18","3448.62"
"2021-08-17","P178","Product_19","Sports","6","405.19","2431.14"
"2023-05-25","P167","Product_14","Clothing","15","461.04","6915.6"
"2021-11-23","P114","Product_3","Home & Kitchen","7","53.08","371.56"
"2023-10-01","P126","Product_12","Home & Kitchen","1","454.04","454.04"
"2022-07-12","P149","Product_17","Home & Kitchen","9","460.03","4140.27"
"2022-07-23","P139","Product_3","Electronics","16","498.88","7982.08"
"2021-06-05","P121","Product_13","Electronics","6","391.17","2347.02"
"2021-05-29","P103","Product_1","Home & Kitchen","4","138.69","554.76"
"2022-08-09","P153","Product_6","Electronics","15","139.63","2094.45"
"2023-01-29","P178","Product_5","Sports","9","347.23","3125.07"
"2021-07-15","P147","Product_3","Sports","10","343.07","3430.7"
